ARKTIKUL;CODE;NAME;CENA_ROZN;CENA_OPT;URL;OSTATOK;GROUP;OPISANIE;GARANT;IMPORT;EAN;PROIZV;STRANA;MATERIAL;CVET;DLINA;DIAM;IST;UPAK;CENA_IM
5715800000;у15251;Smile Вибратор многофункциональный Fancy розовый;6770;2633;http://kazanova.su/files/foto/5715800000.jpeg;16;Вибраторы/Многофункциональные;Многофункциональный вибратор впечатляет своим модным дизайном и формой с плавными утолщениями для усиления ощущений. Стимулятор клитора в виде бабочки с усиками. Имеет семь степеней вибрации, вращение влево-вправо.   Длина 24 см, диаметр от 2,5-3,5 см. Материал: силикон, ABS.   Пожалуйста, закажите батареи отдельно: 3 x AAA.;;20;4,02E+12;Orion, Германия;Китай;Силикон & АБС-Пластик;розовый;24 см;2,5-3,5 см;3 AAA, нет в комплекте;картонная коробка;6770
1200006;у15502;FF  Вибратор G4 Paul & Paulina фиолетовый (+ адаптер в комплекте);7650;3990;http://kazanova.su/files/foto/1200006.jpeg;0;Вибраторы/Со стимуляцией клитора;Сладкая парочка для Вашего наслаждения! Оригинальный вибратор двойного действия - вагинальная и клиторальная стимуляция. Очень тихий и мощный моторчик с мультивибрацией, полная водонепроницаемость, удобная панель управления. Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (в комплект не входит!).  Материал : Медицинский силикон Диаметр макс. : 4.3 см. Длина : 22.5 см.;1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;фиолетовый;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;7650
1200031;у15503;FF  Вибратор G4 Poul & Poulina розовый (+ адаптер в коплекте);7650;3990;http://kazanova.su/files/foto/1200031.jpeg;0;Вибраторы/Со стимуляцией клитора;Сладкая парочка для Вашего наслаждения! Оригинальный вибратор двойного действия - вагинальная и клиторальная стимуляция. Очень тихий и мощный моторчик с мультивибрацией, полная водонепроницаемость, удобная панель управления. Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (в комплект не входит!).  Материал : Медицинский силикон Диаметр макс. : 4.3 см. Длина : 22.5 см.;1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;розовый;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;7650
1110038;у15504;FF  Вибратор G4 Calla розовый (+ адаптер в комплекте);6600;3340;http://kazanova.su/files/foto/1110038.jpeg;0;Вибраторы/Со стимуляцией клитора;Для ценителей удовольствия!   4 режима интенсивности и 4 программы вибрации, сильный, тихий и долговечный моторчик  - все для вас! Вибратор Galla G4 от Fan Factory - это сочетание стиля, комфорта и высокой технологии. Напоминающий по форме полураспустившийся цветок, с нежной рельефной поверхностью и соблазнительно заостренным кончиком, он может использоваться как для вагинальных, так и для анальных удовольствий.  Полностью водонепроницаемый, имеет несколько видов и скоростей вибрации и удобную панель управления.  Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (входит в комплект!).  Материал: медицинский силикон Размер: диаметр до 4 см., длина 18,8 см. Коллекция: Fan Factory.;1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;розовый;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;6600
1130035;у15713;FF  Вибратор G4 TIGER красный (+ адаптер в коплекте);6600;3340;http://kazanova.su/files/foto/1130035.jpeg;0;Вибраторы/Со стимуляцией клитора;"Новинка от Fun Factory - вибратор Tiger G4. Перед его восхитительными формами и возможностями трудно устоять! Волнующее рельефное тело с бархатистой поверхностью, упругая головка и "" хвостик"" для стимуляции клитора - в нем есть все, чтобы довести Вас до экстаза! Полная водонепроницаемость, удобное управление и очень тихий мощный моторчик с мультивибрациями сделают использование этого вибратора абсолютно комфортным. Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (в комплект не входит!).  Материал : Медицинский силикон Диаметр макс. : 4.0 см. Длина : 21.7 см. Коллекция: Fun Factory.";1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;красный;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;6600
1130051;у15714;FF  Вибратор G4 TIGER синий (+ адаптер в комплекте);6600;3340;http://kazanova.su/files/foto/1130051.jpeg;0;Вибраторы/Со стимуляцией клитора;"Новинка от Fun Factory - вибратор Tiger G4. Перед его восхитительными формами и возможностями трудно устоять! Волнующее рельефное тело с бархатистой поверхностью, упругая головка и "" хвостик"" для стимуляции клитора - в нем есть все, чтобы довести Вас до экстаза! Полная водонепроницаемость, удобное управление и очень тихий мощный моторчик с мультивибрациями сделают использование этого вибратора абсолютно комфортным. Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (в комплект не входит!).  Материал : Медицинский силикон Диаметр макс. : 4.0 см. Длина : 21.7 см.";1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;синий;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;6600
1110065;у15715;FF  Вибратор G4 Calla смородиновый (+ адаптер в комплекте);6600;3340;http://kazanova.su/files/foto/1110065.jpeg;0;Вибраторы/Со стимуляцией клитора;Для ценителей удовольствия!   4 режима интенсивности и 4 программы вибрации, сильный, тихий и долговечный моторчик  - все для вас! Вибратор Galla G4 от Fan Factory - это сочетание стиля, комфорта и высокой технологии. Напоминающий по форме полураспустившийся цветок, с нежной рельефной поверхностью и соблазнительно заостренным кончиком, он может использоваться как для вагинальных, так и для анальных удовольствий.  Полностью водонепроницаемый, имеет несколько видов и скоростей вибрации и удобную панель управления.  Вибратор заряжается от сети 220V при помощи зарядного устройства Fun Factory FUN Magnetic Plug (входит в комплект!).  Материал: медицинский силикон Размер: диаметр до 4 см., длина 18,8 см. Коллекция: Fan Factory.;1 год;0;4,03E+12;Fun Factory, Германия;Германия;медицинский силикон/пластик;ежевичный;18 - 22 см;2 - 4 см;аккумулятор (usb-адаптер в комплекте);картонная коробка;6600
5731080000;у16290;Smile Вибратор многофункциональный Bunny розовый;6580;2438;http://kazanova.su/files/foto/5731080000.jpeg;0;Вибраторы/Многофункциональные;Вибратор двойного действия - с дополнительной стимуляцией клитора! Мягкий и шелковистый на ощупь, с вращением головки вибратора по и против часовой стрелки и кроликом в форме клиторального стимулятора. 3 уровня вращения и семь уровней вибрации, независимо регулируемых на удобном меню на ручке. Цвет: Розовый. Размеры: полная длина 26 см, диаметр 3,2 см. Материал: силикон. Пожалуйста, заказывайте отдельно батареи: 3 х АА. Коллекция:Smile.;;20;4,02E+12;Orion, Германия;Китай;силикон;розовый;26 - 32 см;3,7 см;3 AA, нет в комплекте;картонная коробка;5360
5730940000;у16289;Smile Вибратор многофункциональный Pearl Bunny розовый;6770;2633;http://kazanova.su/files/foto/5730940000.jpeg;13;Вибраторы/Многофункциональные;Все-стимуляторы!   Шелковистый. приятный на ощупь материал. Изогнутый кончик отлично стимулирует точку G, в то время как вращающиеся металлические жемчужины дополнительно массажируют чувствительную зону предверия влагалища, а маленький стимулятор в форме игривого кролика балует клитор. 7 уровней вибрации и 3 режима вращения регулируется отдельно, обеспечивая наиболее комфортное использование.   Длина 26 см, диаметр 3,2 см.  Материал: силикон, АБС. Батареи (3 х АА) в комплект не входят, закажите пожалуйста отдельно.;;20;4,02E+12;Orion, Германия;Китай;силикон;розовый;26 - 32 см;3,2 - 5 см;3 AA, нет в комплекте;картонная коробка;6770
5723490000;у15804;Вибратор многофункциональный Hot Metal Bunny;6990;2352;http://kazanova.su/files/foto/5723490000.jpeg;0;Вибраторы/Многофункциональные;Для яркого удовольствия!   Почувствуйте как вращающиеся металлические жемчужины ласкают каждую вашу клеточку, а стимулятор в виде зайца балует ваш клитор.  3 уровня вибрация и 3 режима вращения регулируются отдельно, обеспечивая наиболее комфортное использование.   Прозрачный / Розовый.  Общая длина 24,5 см, диаметр 3-4 см.  Материал: ABS / TPE.  Батареи (3 х АА) в комплект не входят, закажите пожалуйста отдельно.;;20;4,02E+12;Orion, Германия;Китай;АБС-Пластик & ТПЭ;розовый;24,5 см;3-4 см;3 AA, нет в комплекте;картонная коробка;4893
LEL1518;у15923;Lelo Массажер ALIA розовый;4650;2325;http://kazanova.su/files/foto/LEL1518.jpeg;0;Вибраторы/Со стимуляцией клитора;IRIS доставляет удовольствие сразу в двух зонах влагалища благодаря независимым моторчикам. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке). При приобретении продукции LELO (Швеция) Вас не покидает ощущение покупок в дорогом бутике.   IRIS обладает пятью различными режимами вибрации: 1. Постоянная вибрация только верхней части, 2. Постоянная вибрация только базовой части, 3. Пульсация с короткими интервалами всей активной части вибратора, 4. Пульсация с продолжительными интервалами всей активной части вибратора, 5. Постоянная вибрация всей активной части вибратора. Кроме самого стимулятора IRIS, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.   Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Вес: 208 г Батарея: время зарядки - 2 часа, время работы - 4 часа Размеры: длина - 22 см, длина рабочей части - 14 см, диаметр - 3,6 см.   Коллекция: LELO (Швеция).;1 год;0;2,20E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;розовый;6 - 10 см;4 - 6 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL1580;у15928;Lelo Вибратор SORAYA светло-вишневый;10600;5851;http://kazanova.su/files/foto/LEL1580.jpeg;0;Вибраторы/Со стимуляцией клитора;SORAYA - один из самых красивейших среди вибраторов двойного действия, имеет в запасе нескончаемый источник наслаждения.  Под плавными изгибами скрыты индивидуальные моторчики, предназначенные для стимуляции различных эрогенных зон, и подвижный стимулятор, который легко настраивается, чтобы перенести Вас в мир самых роскошных ощущений.  Вибратор имеет нежнейшее силиконовое покрытие. Он полностью водонепроницаем и прост в управлении. Трехкнопочный практичный интерфейс позволяет контролировать интенсивность вибраций и 8 разнообразных уровней стимуляции.  Вибратор упакован в шелковый мешочек и элегантную коробочку, он может стать отличным подарком!  SORAYA представлен в нескольких разных цветах.  Вес: 175 гЗарядка: 2 часа Время использования: до 4-х часов   Материалы: матовый медицинский силикон с блестящим покрытием ABS Размер: 220х69х44 мм  Коллекция: LELO (Швеция).;1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;вишнёвый;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL1587;у15929;Lelo Вибратор SORAYA лиловый;10600;5851;http://kazanova.su/files/foto/LEL1587.jpeg;0;Вибраторы/Со стимуляцией клитора;SORAYA - один из самых красивейших среди вибраторов двойного действия, имеет в запасе нескончаемый источник наслаждения.  Под плавными изгибами скрыты индивидуальные моторчики, предназначенные для стимуляции различных эрогенных зон, и подвижный стимулятор, который легко настраивается, чтобы перенести Вас в мир самых роскошных ощущений.  Вибратор имеет нежнейшее силиконовое покрытие. Он полностью водонепроницаем и прост в управлении. Трехкнопочный практичный интерфейс позволяет контролировать интенсивность вибраций и 8 разнообразных уровней стимуляции.  Вибратор упакован в шелковый мешочек и элегантную коробочку, он может стать отличным подарком!  SORAYA представлен в нескольких разных цветах.  Вес: 175 гЗарядка: 2 часа Время использования: до 4-х часов   Материалы: матовый медицинский силикон с блестящим покрытием ABS Размер: 220х69х44 мм  Коллекция: LELO (Швеция).;1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;лиловый;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL1594;у15930;Lelo Вибратор SORAYA черный;10200;5621;http://kazanova.su/files/foto/LEL1594.jpeg;0;Вибраторы/Со стимуляцией клитора;SORAYA - один из самых красивейших среди вибраторов двойного действия, имеет в запасе нескончаемый источник наслаждения.  Под плавными изгибами скрыты индивидуальные моторчики, предназначенные для стимуляции различных эрогенных зон, и подвижный стимулятор, который легко настраивается, чтобы перенести Вас в мир самых роскошных ощущений.  Вибратор имеет нежнейшее силиконовое покрытие. Он полностью водонепроницаем и прост в управлении. Трехкнопочный практичный интерфейс позволяет контролировать интенсивность вибраций и 8 разнообразных уровней стимуляции.  Вибратор упакован в шелковый мешочек и элегантную коробочку, он может стать отличным подарком!  SORAYA представлен в нескольких разных цветах.  Вес: 175 гЗарядка: 2 часа Время использования: до 4-х часов   Материалы: матовый медицинский силикон с блестящим покрытием ABS Размер: 220х69х44 мм  Коллекция: LELO (Швеция).;1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;черный;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL1532;у15925;Lelo Массажер ALIA черный;4650;2558;http://kazanova.su/files/foto/LEL1532.jpeg;0;Вибраторы/Со стимуляцией клитора;IRIS доставляет удовольствие сразу в двух зонах влагалища благодаря независимым моторчикам. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке). При приобретении продукции LELO (Швеция) Вас не покидает ощущение покупок в дорогом бутике.   IRIS обладает пятью различными режимами вибрации: 1. Постоянная вибрация только верхней части, 2. Постоянная вибрация только базовой части, 3. Пульсация с короткими интервалами всей активной части вибратора, 4. Пульсация с продолжительными интервалами всей активной части вибратора, 5. Постоянная вибрация всей активной части вибратора. Кроме самого стимулятора IRIS, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.   Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Вес: 208 г Батарея: время зарядки - 2 часа, время работы - 4 часа Размеры: длина - 22 см, длина рабочей части - 14 см, диаметр - 3,6 см.   Коллекция: LELO (Швеция).;1 год;0;2,20E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;черный;6 - 10 см;4 - 6 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL1525;у15924;Lelo Массажер ALIA темно-розовый;4650;2558;http://kazanova.su/files/foto/LEL1525.jpeg;0;Вибраторы/Со стимуляцией клитора;IRIS доставляет удовольствие сразу в двух зонах влагалища благодаря независимым моторчикам. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке). При приобретении продукции LELO (Швеция) Вас не покидает ощущение покупок в дорогом бутике.   IRIS обладает пятью различными режимами вибрации: 1. Постоянная вибрация только верхней части, 2. Постоянная вибрация только базовой части, 3. Пульсация с короткими интервалами всей активной части вибратора, 4. Пульсация с продолжительными интервалами всей активной части вибратора, 5. Постоянная вибрация всей активной части вибратора. Кроме самого стимулятора IRIS, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.   Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Вес: 208 г Батарея: время зарядки - 2 часа, время работы - 4 часа Размеры: длина - 22 см, длина рабочей части - 14 см, диаметр - 3,6 см.   Коллекция: LELO (Швеция).;1 год;0;2,20E+12;Lelo, Швеция;Китай;медицинский силикон/пластик;темно-розовый;6 - 10 см;4 - 6 см;аккумулятор (адаптер в комплекте);картонная коробка;
5742790000;у18696;Вибратор Double Clit;2860;801;http://kazanova.su/files/foto/5742790000.jpeg;0;Вибраторы/Со стимуляцией клитора;;;20;4,02E+12;Orion, Германия;Китай;поливинилхлорид;розовый;15 - 18 см;2 - 4 см;2 AAA, нет в комплекте;картонная коробка;2002
LEL7633;у20024;Lelo Вибратор INA 2 фиолетовый;8290;4559;http://kazanova.su/files/foto/LEL7633.jpeg;0;Вибраторы/Со стимуляцией клитора;"INA подойдет тем женщинам, которым и целого мира мало, утонченный и стильный вибратор для одновременной стимуляции точки G и клитора позволит испытать невероятно сильные оргазмы.  Секрет INA кроется в его 8-ми уровнях вибрации. Два независимых моторчика, расположенных на кончиках, позволяют INA усилить вибрации в одной зоне, и в то же время сделать их более плавными в другой. Начав со стимуляции клиторальной области, удовольствие можно перенести на внутреннюю часть влагалища и точку G. INA позволит испытать невероятное возбуждение, прежде чем довести Вас до ПИКА удовольствия снова и снова.  INA доставляет удовольствие сразу двум самым эрогенным женским зонам: клитору и точке G. А благодаря 8-ми режимам стимуляции и независимым моторчикам он сможет выполнить любое желание своей обладательницы. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке).  Вибратор INA представлен в нескольких разных цветах.  Кроме самого вибратора INA, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.  Процесс зарядки Перед зарядкой убедитесь, что в разъем для зарядного устройства не попала влага или лубрикант. 1. Аккуратно откройте силиконовую заглушку на разъеме для зарядного устройства вибратора. 2. Аккуратно, до характерного щелчка, вставьте устройство в разъем. 3. Подключите штекер к сети 220 В. LED начнет мигать, что будет означать начало процесса зарядки вибратора. Когда индикатор перестанет моргать и будет гореть постоянно, это означает, что вибратор полностью зарядился. На полную зарядку вибратора требуется около 2-х часов. Важно знать!Не используйте для зарядки не оригинальные зарядные устройства.Если индикатор начнет моргать красным цветом, то это означает, что батарея вибратора полностью разряжена и требуется его зарядить.  Управление и блокировка Шведская компания Lelo максимально упростила интерфейс вибратора. Для получения удовольствия понадобятся всего четыре кнопки. 1. Зажмите кнопку ""+"" на пульте управления, чтобы включить вибратор. Держите ее до тех пор, пока вибратор не наберет нужную скорость. 2. Чтобы уменьшить вибрацию, нажмите кнопку ""-"" и держите ее до достижения нужного Вам уровня. Если Вы хотите отключить вибратор полностью, то удерживайте эту кнопку до полного отключения. 3. Для переключения между запрограммированными режимами стимуляции используйте вертикальные стрелки на пульте управления. 4. При транспортировки вибратора рекомендуется ставить его в режим блокировки. Для этого Вам нужно одновремеено зажать все кнопки на пять секунд. LED индикатор моргнет, что будет означать включение режима блокировки. Повторное зажатие на пять секунд этих кнопок или установка на зарядку вибратора снимут его с блокировки.  Хранение и уход Соблюдайте простые правила по уходу и очищению INA, чтобы Вы всегда могли радоваться его красоте и комфортно его использовать: 1. Не используйте лубриканты на силиконовой основе, они делают поверхность вибратора очень липкой. Используйте лубриканты на водной основе, они упростят введение и скольжение. 2. Мойте вибратор в теплой воде с мягким мылом каждый раз до и после использования. Не используйте для очистки спиртосодержащие средства. Избегайте попадания влаги в разъем для зарядного устройства и на кнопки управления. 3. Не оставляйте вибратор под воздействием прямых солнечных лучей, храните его в сухом и защищенном от пыли месте.   Вес: 130 г Батарея: время зарядки - 2 часа, время работы - 4 часа Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Размеры: полная длина - 20 см, длина рабочей части - 9 см, диаметр - 3,5 см  Коллекция: LELO (Швеция).";1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон;фиолетовый;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL7650;у20025;Lelo Вибратор INA 2 оранжевый;8290;4559;http://kazanova.su/files/foto/LEL7650.jpeg;0;Вибраторы/Со стимуляцией клитора;"INA подойдет тем женщинам, которым и целого мира мало, утонченный и стильный вибратор для одновременной стимуляции точки G и клитора позволит испытать невероятно сильные оргазмы.  Секрет INA кроется в его 8-ми уровнях вибрации. Два независимых моторчика, расположенных на кончиках, позволяют INA усилить вибрации в одной зоне, и в то же время сделать их более плавными в другой. Начав со стимуляции клиторальной области, удовольствие можно перенести на внутреннюю часть влагалища и точку G. INA позволит испытать невероятное возбуждение, прежде чем довести Вас до ПИКА удовольствия снова и снова.  INA доставляет удовольствие сразу двум самым эрогенным женским зонам: клитору и точке G. А благодаря 8-ми режимам стимуляции и независимым моторчикам он сможет выполнить любое желание своей обладательницы. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке).  Вибратор INA представлен в нескольких разных цветах.  Кроме самого вибратора INA, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.  Процесс зарядки Перед зарядкой убедитесь, что в разъем для зарядного устройства не попала влага или лубрикант. 1. Аккуратно откройте силиконовую заглушку на разъеме для зарядного устройства вибратора. 2. Аккуратно, до характерного щелчка, вставьте устройство в разъем. 3. Подключите штекер к сети 220 В. LED начнет мигать, что будет означать начало процесса зарядки вибратора. Когда индикатор перестанет моргать и будет гореть постоянно, это означает, что вибратор полностью зарядился. На полную зарядку вибратора требуется около 2-х часов. Важно знать!Не используйте для зарядки не оригинальные зарядные устройства.Если индикатор начнет моргать красным цветом, то это означает, что батарея вибратора полностью разряжена и требуется его зарядить.  Управление и блокировка Шведская компания Lelo максимально упростила интерфейс вибратора. Для получения удовольствия понадобятся всего четыре кнопки. 1. Зажмите кнопку ""+"" на пульте управления, чтобы включить вибратор. Держите ее до тех пор, пока вибратор не наберет нужную скорость. 2. Чтобы уменьшить вибрацию, нажмите кнопку ""-"" и держите ее до достижения нужного Вам уровня. Если Вы хотите отключить вибратор полностью, то удерживайте эту кнопку до полного отключения. 3. Для переключения между запрограммированными режимами стимуляции используйте вертикальные стрелки на пульте управления. 4. При транспортировки вибратора рекомендуется ставить его в режим блокировки. Для этого Вам нужно одновремеено зажать все кнопки на пять секунд. LED индикатор моргнет, что будет означать включение режима блокировки. Повторное зажатие на пять секунд этих кнопок или установка на зарядку вибратора снимут его с блокировки.  Хранение и уход Соблюдайте простые правила по уходу и очищению INA, чтобы Вы всегда могли радоваться его красоте и комфортно его использовать: 1. Не используйте лубриканты на силиконовой основе, они делают поверхность вибратора очень липкой. Используйте лубриканты на водной основе, они упростят введение и скольжение. 2. Мойте вибратор в теплой воде с мягким мылом каждый раз до и после использования. Не используйте для очистки спиртосодержащие средства. Избегайте попадания влаги в разъем для зарядного устройства и на кнопки управления. 3. Не оставляйте вибратор под воздействием прямых солнечных лучей, храните его в сухом и защищенном от пыли месте.   Вес: 130 г Батарея: время зарядки - 2 часа, время работы - 4 часа Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Размеры: полная длина - 20 см, длина рабочей части - 9 см, диаметр - 3,5 см  Коллекция: LELO (Швеция).";1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон;оранжевый;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
LEL7657;у20026;Lelo Вибратор INA 2 лайм;8290;4559;http://kazanova.su/files/foto/LEL7657.jpeg;0;Вибраторы/Со стимуляцией клитора;"INA подойдет тем женщинам, которым и целого мира мало, утонченный и стильный вибратор для одновременной стимуляции точки G и клитора позволит испытать невероятно сильные оргазмы.  Секрет INA кроется в его 8-ми уровнях вибрации. Два независимых моторчика, расположенных на кончиках, позволяют INA усилить вибрации в одной зоне, и в то же время сделать их более плавными в другой. Начав со стимуляции клиторальной области, удовольствие можно перенести на внутреннюю часть влагалища и точку G. INA позволит испытать невероятное возбуждение, прежде чем довести Вас до ПИКА удовольствия снова и снова.  INA доставляет удовольствие сразу двум самым эрогенным женским зонам: клитору и точке G. А благодаря 8-ми режимам стимуляции и независимым моторчикам он сможет выполнить любое желание своей обладательницы. Работает от встроенного аккумулятора, поэтому Вам не нужно будет искать запасную пару батареек в самый неподходящий момент. Скорость и интенсивность легко регулируются через практичный интерфейс. Данные функции можно заблокировать, чтобы избежать случайного включения (например, при ношении в сумочке).  Вибратор INA представлен в нескольких разных цветах.  Кроме самого вибратора INA, в комплект входят: роскошная атласная сумочка, руководство по применению на русском языке и зарядное устройство.  Процесс зарядки Перед зарядкой убедитесь, что в разъем для зарядного устройства не попала влага или лубрикант. 1. Аккуратно откройте силиконовую заглушку на разъеме для зарядного устройства вибратора. 2. Аккуратно, до характерного щелчка, вставьте устройство в разъем. 3. Подключите штекер к сети 220 В. LED начнет мигать, что будет означать начало процесса зарядки вибратора. Когда индикатор перестанет моргать и будет гореть постоянно, это означает, что вибратор полностью зарядился. На полную зарядку вибратора требуется около 2-х часов. Важно знать!Не используйте для зарядки не оригинальные зарядные устройства.Если индикатор начнет моргать красным цветом, то это означает, что батарея вибратора полностью разряжена и требуется его зарядить.  Управление и блокировка Шведская компания Lelo максимально упростила интерфейс вибратора. Для получения удовольствия понадобятся всего четыре кнопки. 1. Зажмите кнопку ""+"" на пульте управления, чтобы включить вибратор. Держите ее до тех пор, пока вибратор не наберет нужную скорость. 2. Чтобы уменьшить вибрацию, нажмите кнопку ""-"" и держите ее до достижения нужного Вам уровня. Если Вы хотите отключить вибратор полностью, то удерживайте эту кнопку до полного отключения. 3. Для переключения между запрограммированными режимами стимуляции используйте вертикальные стрелки на пульте управления. 4. При транспортировки вибратора рекомендуется ставить его в режим блокировки. Для этого Вам нужно одновремеено зажать все кнопки на пять секунд. LED индикатор моргнет, что будет означать включение режима блокировки. Повторное зажатие на пять секунд этих кнопок или установка на зарядку вибратора снимут его с блокировки.  Хранение и уход Соблюдайте простые правила по уходу и очищению INA, чтобы Вы всегда могли радоваться его красоте и комфортно его использовать: 1. Не используйте лубриканты на силиконовой основе, они делают поверхность вибратора очень липкой. Используйте лубриканты на водной основе, они упростят введение и скольжение. 2. Мойте вибратор в теплой воде с мягким мылом каждый раз до и после использования. Не используйте для очистки спиртосодержащие средства. Избегайте попадания влаги в разъем для зарядного устройства и на кнопки управления. 3. Не оставляйте вибратор под воздействием прямых солнечных лучей, храните его в сухом и защищенном от пыли месте.   Вес: 130 г Батарея: время зарядки - 2 часа, время работы - 4 часа Материалы: медицинский силикон (шелковистый на ощупь) / пластик PC-ABS Размеры: полная длина - 20 см, длина рабочей части - 9 см, диаметр - 3,5 см  Коллекция: LELO (Швеция).";1 год;0;7,35E+12;Lelo, Швеция;Китай;медицинский силикон;лайм;18 - 22 см;2 - 4 см;аккумулятор (адаптер в комплекте);картонная коробка;
